Stock,MeetingDate
TCS,19 Apr 2018,18 Apr 2018,1579.75,17 Apr 2018,1582.95,16 Apr 2018,1592.40,13 Apr 2018,1575.50,12 Apr 2018,1568.65,11 Apr 2018,1507.75,
TCS,11 Jan 2018,10 Jan 2018,1403.55,09 Jan 2018,1354.23,08 Jan 2018,1353.88,05 Jan 2018,1342.23,04 Jan 2018,1324.90,03 Jan 2018,1317.60,
TCS,10 Jul 2018,09 Jul 2018,1887.65,06 Jul 2018,1913.30,05 Jul 2018,1881.70,04 Jul 2018,1869.65,03 Jul 2018,1875.90,02 Jul 2018,1855.60,
